x,y,z,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Nu_Tilde,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Temperature,Velocity_0,Velocity_1,Velocity_2,Y_Plus,vtkValidPointMask
1.0099999904632568,0.0,0.11789999902248383,0.7250471115112305,3.861977347696666e-06,156432.65625,0.0,1.8460013961885124e-05,0.08627565950155258,21.669857025146484,1.7008282667463e-14,-1.4875738620758057,7.626319711562246e-05,62442.91796875,0.03873739764094353,0.0,0.0,0.0,300.01800537109375,29.887516021728516,2.345817598059085e-14,-2.0516927242279053,0.0,1.0
1.0099999904632568,0.0,0.11819999665021896,0.7250466346740723,3.862088760797633e-06,156432.5625,0.0,1.8460010323906317e-05,0.0862831100821495,21.671768188476562,1.7012255251985624e-14,-1.486871600151062,7.626381557201967e-05,62442.86328125,0.03857116401195526,0.0,0.0,0.0,300.0179443359375,29.89017105102539,2.3463671530352635e-14,-2.0507254600524902,0.0,1.0
1.0099999904632568,0.0,0.1185000017285347,0.7250461578369141,3.8622001738986e-06,156432.484375,0.0,1.846000668592751e-05,0.08629055321216583,21.67367935180664,1.7015778909046202e-14,-1.486168622970581,7.626443402841687e-05,62442.8046875,0.03840493783354759,0.0,0.0,0.0,300.0178527832031,29.892826080322266,2.3468545357931136e-14,-2.049757242202759,0.0,1.0
1.0099999904632568,0.0,0.11879999935626984,0.7250456809997559,3.862311586999567e-06,156432.390625,0.0,1.8460003047948703e-05,0.08629800379276276,21.67559051513672,1.701885533271063e-14,-1.4854649305343628,7.626505976077169e-05,62442.75,0.03823872655630112,0.0,0.0,0.0,300.0177917480469,29.89548110961914,2.3472802545524037e-14,-2.048787832260132,0.0,1.0
1.0099999904632568,0.0,0.11909999698400497,0.7250452041625977,3.862423000100534e-06,156432.3125,0.0,1.8459999409969896e-05,0.08630545437335968,21.677499771118164,1.7021482828913012e-14,-1.4847604036331177,7.62656782171689e-05,62442.6953125,0.03807251900434494,0.0,0.0,0.0,300.0177001953125,29.898136138916016,2.3476443093131336e-14,-2.0478174686431885,0.0,1.0
1.0099999904632568,0.0,0.11940000206232071,0.7250447869300842,3.862534413201502e-06,156432.234375,0.0,1.845999577199109e-05,0.0863129049539566,21.679410934448242,1.7023668173916928e-14,-1.4840550422668457,7.62662966735661e-05,62442.63671875,0.03790631517767906,0.0,0.0,0.0,300.01763916015625,29.90079116821289,2.3479470388884822e-14,-2.0468459129333496,0.0,1.0
1.0099999904632568,0.0,0.11969999969005585,0.725044310092926,3.862645826302469e-06,156432.140625,0.0,1.8459992134012282e-05,0.08632034808397293,21.68132209777832,1.702540797959059e-14,-1.483349084854126,7.626691512996331e-05,62442.58203125,0.03774012625217438,0.0,0.0,0.0,300.0175476074219,29.903446197509766,2.3481886126850392e-14,-2.0458736419677734,0.0,1.0
1.0099999904632568,0.0,0.11999999731779099,0.7250438332557678,3.862757239403436e-06,156432.0625,0.0,1.8459988496033475e-05,0.08632779866456985,21.6832332611084,1.7026705634065782e-14,-1.4826422929763794,7.626753358636051e-05,62442.5234375,0.03757394477725029,0.0,0.0,0.0,300.0174865722656,29.90610122680664,2.3483692001093938e-14,-2.0448999404907227,0.0,1.0
1.0099999904632568,0.0,0.12030000239610672,0.7250433564186096,3.862868652504403e-06,156431.96875,0.0,1.8459984858054668e-05,0.08633524924516678,21.685144424438477,1.7027564525474298e-14,-1.481934666633606,7.626815204275772e-05,62442.46875,0.0374077670276165,0.0,0.0,0.0,300.01739501953125,29.908756256103516,2.3484889705681355e-14,-2.0439255237579346,0.0,1.0
1.0099999904632568,0.0,0.12060000002384186,0.7250428795814514,3.862980520352721e-06,156431.890625,0.0,1.845998122007586e-05,0.0863426923751831,21.687055587768555,1.7027982959750242e-14,-1.4812263250350952,7.626877049915493e-05,62442.4140625,0.037241604179143906,0.0,0.0,0.0,300.017333984375,29.91141128540039,2.3485482628744433e-14,-2.042949914932251,0.0,1.0
1.0099999904632568,0.0,0.120899997651577,0.7250424027442932,3.863091933453688e-06,156431.796875,0.0,1.8459977582097054e-05,0.08635013550519943,21.688966751098633,1.7027964325025402e-14,-1.4805172681808472,7.626938895555213e-05,62442.35546875,0.03707544505596161,0.0,0.0,0.0,300.0172424316406,29.914066314697266,2.3485472464349066e-14,-2.041973352432251,0.0,1.0
1.0099999904632568,0.0,0.12120000272989273,0.7250419855117798,3.863203346554656e-06,156431.71875,0.0,1.8459973944118246e-05,0.08635758608579636,21.69087791442871,1.7027510315365674e-14,-1.4798074960708618,7.627000741194934e-05,62442.30078125,0.03690929338335991,0.0,0.0,0.0,300.0171813964844,29.91672134399414,2.348486090656115e-14,-2.0409955978393555,0.0,1.0
1.0099999904632568,0.0,0.12150000035762787,0.7250415086746216,3.863314759655623e-06,156431.640625,0.0,1.845997030613944e-05,0.08636502921581268,21.69278907775879,1.7026620930771057e-14,-1.4790970087051392,7.627062586834654e-05,62442.2421875,0.036743152886629105,0.0,0.0,0.0,300.01708984375,29.919374465942383,2.3483649649446575e-14,-2.0400168895721436,0.0,1.0
1.0099999904632568,0.0,0.121799997985363,0.7250410318374634,3.86342617275659e-06,156431.546875,0.0,1.8459966668160632e-05,0.0863724797964096,21.694700241088867,1.7025297865307445e-14,-1.4783856868743896,7.627124432474375e-05,62442.1875,0.0365770198404789,0.0,0.0,0.0,300.0169982910156,29.922029495239258,2.348184038707124e-14,-2.0390372276306152,0.0,1.0
1.0099999904632568,0.0,0.12210000306367874,0.7250405550003052,3.863538040604908e-06,156431.46875,0.0,1.8459963030181825e-05,0.08637992292642593,21.696609497070312,1.702354450710663e-14,-1.4776736497879028,7.627186278114095e-05,62442.1328125,0.03641089051961899,0.0,0.0,0.0,300.0169372558594,29.924684524536133,2.3479436507566932e-14,-2.0380566120147705,0.0,1.0
1.0099999904632568,0.0,0.12240000069141388,0.725040078163147,3.863649453705875e-06,156431.375,0.0,1.8459959392203018e-05,0.08638736605644226,21.69852066040039,1.7021359162102713e-14,-1.4769608974456787,7.627248123753816e-05,62442.07421875,0.03624477609992027,0.0,0.0,0.0,300.016845703125,29.927339553833008,2.3476438010933652e-14,-2.0370748043060303,0.0,1.0
