Y_1,X_1,Y_2,X_2,Y_3,X_3,Y_4,X_4,Y_5,X_5,Y_6,X_6,Y_7,X_7
-0.15000000596046448,29.566699981689453,-0.15000000596046448,29.571348190307617,-0.15000000596046448,29.808347702026367,-0.15000000596046448,30.0867919921875,-0.15000000596046448,30.331764221191406,-0.15000000596046448,30.424930572509766,-0.15000000596046448,30.497894287109375
-0.14970000088214874,29.565311431884766,-0.14970000088214874,29.57013702392578,-0.14970000088214874,29.807933807373047,-0.14970000088214874,30.086732864379883,-0.14970000088214874,30.3317928314209,-0.14970000088214874,30.424957275390625,-0.14970000088214874,30.49790382385254
-0.149399995803833,29.563922882080078,-0.149399995803833,29.568925857543945,-0.149399995803833,29.807523727416992,-0.149399995803833,30.0866756439209,-0.149399995803833,30.33182144165039,-0.149399995803833,30.424985885620117,-0.149399995803833,30.497913360595703
-0.14910000562667847,29.56253433227539,-0.14910000562667847,29.567716598510742,-0.14910000562667847,29.807113647460938,-0.14910000562667847,30.086618423461914,-0.14910000562667847,30.331850051879883,-0.14910000562667847,30.425012588500977,-0.14910000562667847,30.497922897338867
-0.14880000054836273,29.561145782470703,-0.14880000054836273,29.56650733947754,-0.14880000054836273,29.806705474853516,-0.14880000054836273,30.08656120300293,-0.14880000054836273,30.331878662109375,-0.14880000054836273,30.425039291381836,-0.14880000054836273,30.49793243408203
-0.148499995470047,29.559757232666016,-0.148499995470047,29.565298080444336,-0.148499995470047,29.806297302246094,-0.148499995470047,30.086503982543945,-0.148499995470047,30.331907272338867,-0.148499995470047,30.425065994262695,-0.148499995470047,30.497941970825195
-0.14820000529289246,29.558368682861328,-0.14820000529289246,29.564090728759766,-0.14820000529289246,29.805891036987305,-0.14820000529289246,30.08644676208496,-0.14820000529289246,30.331937789916992,-0.14820000529289246,30.425094604492188,-0.14820000529289246,30.497953414916992
-0.14790000021457672,29.55698013305664,-0.14790000021457672,29.562881469726562,-0.14790000021457672,29.80548667907715,-0.14790000021457672,30.08639144897461,-0.14790000021457672,30.331966400146484,-0.14790000021457672,30.425121307373047,-0.14790000021457672,30.497962951660156
-0.147599995136261,29.555591583251953,-0.147599995136261,29.561674118041992,-0.147599995136261,29.805082321166992,-0.147599995136261,30.086336135864258,-0.147599995136261,30.33199691772461,-0.147599995136261,30.425148010253906,-0.147599995136261,30.49797248840332
-0.14730000495910645,29.554203033447266,-0.14730000495910645,29.560468673706055,-0.14730000495910645,29.80467987060547,-0.14730000495910645,30.086280822753906,-0.14730000495910645,30.3320255279541,-0.14730000495910645,30.425174713134766,-0.14730000495910645,30.497982025146484
-0.1469999998807907,29.552814483642578,-0.1469999998807907,29.559261322021484,-0.1469999998807907,29.804277420043945,-0.1469999998807907,30.086227416992188,-0.1469999998807907,30.332056045532227,-0.1469999998807907,30.425203323364258,-0.1469999998807907,30.49799156188965
-0.14669999480247498,29.55142593383789,-0.14669999480247498,29.55805778503418,-0.14669999480247498,29.803876876831055,-0.14669999480247498,30.086172103881836,-0.14669999480247498,30.33208465576172,-0.14669999480247498,30.425230026245117,-0.14669999480247498,30.498003005981445
-0.14640000462532043,29.550037384033203,-0.14640000462532043,29.556852340698242,-0.14640000462532043,29.803478240966797,-0.14640000462532043,30.086118698120117,-0.14640000462532043,30.332115173339844,-0.14640000462532043,30.425256729125977,-0.14640000462532043,30.498014450073242
-0.1460999995470047,29.548648834228516,-0.1460999995470047,29.55560302734375,-0.1460999995470047,29.80307960510254,-0.1460999995470047,30.0860652923584,-0.1460999995470047,30.332143783569336,-0.1460999995470047,30.425283432006836,-0.1460999995470047,30.498027801513672
-0.14579999446868896,29.54726219177246,-0.14579999446868896,29.554302215576172,-0.14579999446868896,29.802671432495117,-0.14579999446868896,30.086013793945312,-0.14579999446868896,30.33217430114746,-0.14579999446868896,30.425310134887695,-0.14579999446868896,30.4980411529541
-0.14550000429153442,29.545873641967773,-0.14550000429153442,29.553001403808594,-0.14550000429153442,29.802248001098633,-0.14550000429153442,30.085960388183594,-0.14550000429153442,30.332204818725586,-0.14550000429153442,30.425334930419922,-0.14550000429153442,30.4980525970459
-0.1451999992132187,29.544485092163086,-0.1451999992132187,29.55170249938965,-0.1451999992132187,29.80182647705078,-0.1451999992132187,30.085908889770508,-0.1451999992132187,30.332233428955078,-0.1451999992132187,30.42535972595215,-0.1451999992132187,30.498065948486328
-0.14489999413490295,29.5430965423584,-0.14489999413490295,29.550405502319336,-0.14489999413490295,29.801406860351562,-0.14489999413490295,30.085857391357422,-0.14489999413490295,30.332263946533203,-0.14489999413490295,30.425384521484375,-0.14489999413490295,30.498079299926758
-0.1446000039577484,29.54170799255371,-0.1446000039577484,29.549108505249023,-0.1446000039577484,29.800987243652344,-0.1446000039577484,30.085805892944336,-0.1446000039577484,30.332294464111328,-0.1446000039577484,30.4254093170166,-0.1446000039577484,30.498090744018555
-0.14429999887943268,29.540319442749023,-0.14429999887943268,29.54781150817871,-0.14429999887943268,29.800569534301758,-0.14429999887943268,30.08575439453125,-0.14429999887943268,30.332324981689453,-0.14429999887943268,30.42543601989746,-0.14429999887943268,30.498104095458984
-0.14399999380111694,29.538930892944336,-0.14399999380111694,29.54651641845703,-0.14399999380111694,29.800153732299805,-0.14399999380111694,30.085704803466797,-0.14399999380111694,30.332355499267578,-0.14399999380111694,30.425460815429688,-0.14399999380111694,30.498117446899414
-0.1437000036239624,29.53754425048828,-0.1437000036239624,29.54522132873535,-0.1437000036239624,29.79973793029785,-0.1437000036239624,30.085655212402344,-0.1437000036239624,30.332386016845703,-0.1437000036239624,30.425485610961914,-0.1437000036239624,30.49812889099121
-0.14339999854564667,29.536155700683594,-0.14339999854564667,29.543926239013672,-0.14339999854564667,29.79932403564453,-0.14339999854564667,30.08560562133789,-0.14339999854564667,30.332414627075195,-0.14339999854564667,30.42551040649414,-0.14339999854564667,30.49814224243164
-0.14309999346733093,29.534767150878906,-0.14309999346733093,29.542633056640625,-0.14309999346733093,29.79891014099121,-0.14309999346733093,30.085556030273438,-0.14309999346733093,30.33244514465332,-0.14309999346733093,30.425535202026367,-0.14309999346733093,30.498153686523438
-0.1428000032901764,29.53337860107422,-0.1428000032901764,29.541339874267578,-0.1428000032901764,29.798500061035156,-0.1428000032901764,30.085506439208984,-0.1428000032901764,30.332475662231445,-0.1428000032901764,30.425559997558594,-0.1428000032901764,30.498167037963867
-0.14249999821186066,29.53199005126953,-0.14249999821186066,29.54004669189453,-0.14249999821186066,29.79808807373047,-0.14249999821186066,30.085458755493164,-0.14249999821186066,30.33250617980957,-0.14249999821186066,30.425586700439453,-0.14249999821186066,30.498180389404297
-0.14219999313354492,29.530603408813477,-0.14219999313354492,29.538755416870117,-0.14219999313354492,29.797679901123047,-0.14219999313354492,30.08540916442871,-0.14219999313354492,30.332538604736328,-0.14219999313354492,30.42561149597168,-0.14219999313354492,30.498191833496094
-0.14190000295639038,29.52921485900879,-0.14190000295639038,29.537464141845703,-0.14190000295639038,29.797271728515625,-0.14190000295639038,30.085363388061523,-0.14190000295639038,30.332569122314453,-0.14190000295639038,30.425636291503906,-0.14190000295639038,30.498205184936523
-0.14159999787807465,29.527788162231445,-0.14159999787807465,29.536174774169922,-0.14159999787807465,29.796865463256836,-0.14159999787807465,30.085315704345703,-0.14159999787807465,30.332599639892578,-0.14159999787807465,30.425661087036133,-0.14159999787807465,30.49822425842285
-0.1412999927997589,29.526294708251953,-0.1412999927997589,29.53488540649414,-0.1412999927997589,29.796459197998047,-0.1412999927997589,30.085268020629883,-0.1412999927997589,30.332630157470703,-0.1412999927997589,30.42568588256836,-0.1412999927997589,30.49824333190918
-0.14100000262260437,29.52480125427246,-0.14100000262260437,29.53359603881836,-0.14100000262260437,29.79605484008789,-0.14100000262260437,30.085222244262695,-0.14100000262260437,30.33266258239746,-0.14100000262260437,30.42571258544922,-0.14100000262260437,30.498262405395508
-0.14069999754428864,29.52330780029297,-0.14069999754428864,29.532306671142578,-0.14069999754428864,29.795652389526367,-0.14069999754428864,30.085176467895508,-0.14069999754428864,30.332693099975586,-0.14069999754428864,30.425735473632812,-0.14069999754428864,30.498281478881836
-0.1404000073671341,29.521814346313477,-0.1404000073671341,29.53101921081543,-0.1404000073671341,29.795251846313477,-0.1404000073671341,30.08513069152832,-0.1404000073671341,30.332725524902344,-0.1404000073671341,30.42576026916504,-0.1404000073671341,30.498300552368164
-0.14010000228881836,29.520320892333984,-0.14010000228881836,29.529733657836914,-0.14010000228881836,29.794851303100586,-0.14010000228881836,30.085086822509766,-0.14010000228881836,30.33275604248047,-0.14010000228881836,30.425785064697266,-0.14010000228881836,30.498319625854492
-0.13979999721050262,29.518827438354492,-0.13979999721050262,29.528446197509766,-0.13979999721050262,29.794450759887695,-0.13979999721050262,30.085041046142578,-0.13979999721050262,30.332786560058594,-0.13979999721050262,30.42580795288086,-0.13979999721050262,30.49833869934082
-0.13950000703334808,29.517335891723633,-0.13950000703334808,29.527162551879883,-0.13950000703334808,29.79405403137207,-0.13950000703334808,30.084997177124023,-0.13950000703334808,30.33281898498535,-0.13950000703334808,30.425832748413086,-0.13950000703334808,30.49835777282715
-0.13920000195503235,29.51584243774414,-0.13920000195503235,29.52587890625,-0.13920000195503235,29.793657302856445,-0.13920000195503235,30.08495330810547,-0.13920000195503235,30.33285140991211,-0.13920000195503235,30.425857543945312,-0.13920000195503235,30.498376846313477
-0.1388999968767166,29.51434898376465,-0.1388999968767166,29.52459716796875,-0.1388999968767166,29.79326057434082,-0.1388999968767166,30.084909439086914,-0.1388999968767166,30.332881927490234,-0.1388999968767166,30.42588233947754,-0.1388999968767166,30.498395919799805
-0.13860000669956207,29.512855529785156,-0.13860000669956207,29.5233154296875,-0.13860000669956207,29.79286766052246,-0.13860000669956207,30.08486557006836,-0.13860000669956207,30.332914352416992,-0.13860000669956207,30.425905227661133,-0.13860000669956207,30.498414993286133
-0.13830000162124634,29.511362075805664,-0.13830000162124634,29.52203369140625,-0.13830000162124634,29.7924747467041,-0.13830000162124634,30.08481788635254,-0.13830000162124634,30.332944869995117,-0.13830000162124634,30.42593002319336,-0.13830000162124634,30.49843406677246
-0.1379999965429306,29.509868621826172,-0.1379999965429306,29.520753860473633,-0.1379999965429306,29.792081832885742,-0.1379999965429306,30.08477020263672,-0.1379999965429306,30.332977294921875,-0.1379999965429306,30.425954818725586,-0.1379999965429306,30.49845314025879
-0.13770000636577606,29.508377075195312,-0.13770000636577606,29.519474029541016,-0.13770000636577606,29.79169273376465,-0.13770000636577606,30.0847225189209,-0.13770000636577606,30.333009719848633,-0.13770000636577606,30.425979614257812,-0.13770000636577606,30.498472213745117
-0.13740000128746033,29.50688362121582,-0.13740000128746033,29.51819610595703,-0.13740000128746033,29.791303634643555,-0.13740000128746033,30.084674835205078,-0.13740000128746033,30.33304214477539,-0.13740000128746033,30.42600440979004,-0.13740000128746033,30.498491287231445
-0.1370999962091446,29.505390167236328,-0.1370999962091446,29.516918182373047,-0.1370999962091446,29.790904998779297,-0.1370999962091446,30.08462905883789,-0.1370999962091446,30.333072662353516,-0.1370999962091446,30.426027297973633,-0.1370999962091446,30.498516082763672
-0.13680000603199005,29.503896713256836,-0.13680000603199005,29.515640258789062,-0.13680000603199005,29.79049301147461,-0.13680000603199005,30.084583282470703,-0.13680000603199005,30.333105087280273,-0.13680000603199005,30.42605209350586,-0.13680000603199005,30.498544692993164
-0.13650000095367432,29.502405166625977,-0.13650000095367432,29.514266967773438,-0.13650000095367432,29.790081024169922,-0.13650000095367432,30.084537506103516,-0.13650000095367432,30.33313751220703,-0.13650000095367432,30.426076889038086,-0.13650000095367432,30.49857521057129
-0.13619999587535858,29.500911712646484,-0.13619999587535858,29.512889862060547,-0.13619999587535858,29.7896728515625,-0.13619999587535858,30.084491729736328,-0.13619999587535858,30.33316993713379,-0.13619999587535858,30.426101684570312,-0.13619999587535858,30.49860382080078
-0.13590000569820404,29.499418258666992,-0.13590000569820404,29.51151466369629,-0.13590000569820404,29.789264678955078,-0.13590000569820404,30.08444595336914,-0.13590000569820404,30.333202362060547,-0.13590000569820404,30.42612648010254,-0.13590000569820404,30.498632431030273
-0.1356000006198883,29.497926712036133,-0.1356000006198883,29.5101375579834,-0.1356000006198883,29.788856506347656,-0.1356000006198883,30.084402084350586,-0.1356000006198883,30.333234786987305,-0.1356000006198883,30.426151275634766,-0.1356000006198883,30.4986629486084
-0.13529999554157257,29.49643325805664,-0.13529999554157257,29.508764266967773,-0.13529999554157257,29.7884521484375,-0.13529999554157257,30.08435821533203,-0.13529999554157257,30.333267211914062,-0.13529999554157257,30.42617416381836,-0.13529999554157257,30.49869155883789
-0.13500000536441803,29.49493980407715,-0.13500000536441803,29.507389068603516,-0.13500000536441803,29.788047790527344,-0.13500000536441803,30.084314346313477,-0.13500000536441803,30.33329963684082,-0.13500000536441803,30.426198959350586,-0.13500000536441803,30.498722076416016
-0.1347000002861023,29.493446350097656,-0.1347000002861023,29.50601577758789,-0.1347000002861023,29.787643432617188,-0.1347000002861023,30.084270477294922,-0.1347000002861023,30.333332061767578,-0.1347000002861023,30.42622184753418,-0.1347000002861023,30.498750686645508
-0.13439999520778656,29.491954803466797,-0.13439999520778656,29.5046443939209,-0.13439999520778656,29.787242889404297,-0.13439999520778656,30.084226608276367,-0.13439999520778656,30.333364486694336,-0.13439999520778656,30.426246643066406,-0.13439999520778656,30.498779296875
-0.13410000503063202,29.490461349487305,-0.13410000503063202,29.503271102905273,-0.13410000503063202,29.786842346191406,-0.13410000503063202,30.084184646606445,-0.13410000503063202,30.333396911621094,-0.13410000503063202,30.42626953125,-0.13410000503063202,30.498809814453125
-0.13379999995231628,29.488969802856445,-0.13379999995231628,29.501901626586914,-0.13379999995231628,29.78644371032715,-0.13379999995231628,30.084142684936523,-0.13379999995231628,30.33342933654785,-0.13379999995231628,30.426294326782227,-0.13379999995231628,30.498838424682617
-0.13349999487400055,29.487476348876953,-0.13349999487400055,29.500534057617188,-0.13349999487400055,29.78604507446289,-0.13349999487400055,30.0841007232666,-0.13349999487400055,30.33346176147461,-0.13349999487400055,30.42631721496582,-0.13349999487400055,30.49886703491211
